Date,GRO1,GRO2,GRO3,GRO4,GRO5,GRO6,GRO7,GRO8,GRO9,GRO10,GRO11,GRO12,GRO13,GRO14,GRO15,GRO16,GRO17,GRO18,GRO19,GRO20,GRO21,GRO22,GRO23
2019-11-07,353015,6536,7011,37732,1000,6536,122908,1728,84969,36723,105078,35304,812,700,1096,0,6536,0,0,0,0,0,0
2019-11-08,374805,14689,7011,38922,1000,14689,114600,1728,92945,37913,108382,45923,812,700,1096,0,14689,0,0,0,0,0,0
2019-11-09,335281,20916,7011,33922,1000,13656,93277,1728,84484,32913,99131,46576,812,700,1096,0,20916,0,0,0,0,0,0
2019-11-10,337264,13360,7011,33922,1000,13656,88529,1728,91209,32913,99131,46576,812,700,1096,0,13360,0,0,0,0,0,0
2019-11-11,344211,13656,7011,33922,1000,13656,130495,1728,56168,32913,99131,46576,812,700,1096,0,13656,0,0,0,0,0,0
2019-11-12,356766,5082,7011,36934,1000,5082,131428,1728,83156,35925,92292,46576,812,700,1096,0,5082,0,0,0,0,0,0
2019-11-13,340563,7918,7011,33922,1000,7918,96127,1728,92636,32913,99131,46576,812,700,1096,0,7918,0,0,0,0,0,0
2019-11-14,312978.5,6116.38,26098.63,37850.5,1000,5286,136101.25,1296,72082.88,33898,88284.75,36083,823.25,424,631.5,0,6116.38,0,0,0,0,0,0
2019-11-15,317893.08,8350.17,30586.42,42350.25,1000,8350.17,138735.92,1526.5,76974.75,35454.25,96336.75,29237.75,823.25,471.67,650.17,0,8350.17,0,0,0,0,0,0
2019-11-16,313734.5,16675.5,27031.5,34668.25,1000,12004.5,131158,1641.75,77083.75,33659.25,85628.75,30477.75,823.25,495.5,711,0,16675.5,0,0,0,0,0,0
2019-11-17,311474.75,11963.83,22559.58,37184.08,1000,10997.67,124435.67,1555.5,82878.08,34212.75,86001.92,27089.83,785.75,442.5,865.67,0,11963.83,0,0,0,0,0,0
2019-11-18,316957.25,13045.75,23180,35226.75,1000,11467.25,140222,1555.5,68765.25,34217.75,86252.75,28990.75,785.75,442.5,882,0,13045.75,0,0,0,0,0,0
2019-11-19,331152.75,8536.75,18663.75,35171.25,1000,8536.75,143368,1555.5,73806.25,34162.25,83336,35683,785.75,442.5,1423.25,0,8536.75,0,0,0,0,0,0
2019-11-20,359933,18444,7011,37974,1000,12479,139450,1728,71419,36965,92192,46576,877,498,888,0,18444,0,0,0,0,0,0
2019-11-21,334165,9774.5,18809.5,48726,1000,6792,137336,1728,75327.5,35943,93165,46576,877,498,820,0,9774.5,0,0,0,0,0,0
2019-11-22,308397,1105,30608,59478,1000,1105,135222,1728,79236,34921,94138,46576,877,498,752,0,1105,0,0,0,0,0,0
2019-11-23,315732,18444,32161,35990,1000,12276,125208,1728,68844,34981,97148,39648,877,498,828,0,18444,0,0,0,0,0,0
2019-11-24,316013,12664.33,31643.33,43819.33,1000,8503.67,130242.67,1728,73461.33,34961,96144.67,41957.33,877,498,822.67,0,12664.33,0,0,0,0,0,0
2019-11-25,323910,18444,32161,35990,1000,12130,130298,1728,72304,34981,97148,39648,877,498,888,0,18444,0,0,0,0,0,0
2019-11-26,325656,0,7011,35990,1000,0,133555,1728,66617,34981,97998,29739,877,498,828,0,0,0,0,0,0,0,0
2019-11-27,304289,8155,7011,26922,1000,8155,105978,1728,77253,25913,104299,10904,877,498,828,0,8155,0,0,0,0,0,0
2019-11-28,302655,8155,37011,26922,1000,7816,129604,1728,82246,25913,90209,25774,877,498,148,0,8155,0,0,0,0,0,0
2019-11-29,303007,8898,37011,35740,1000,8898,136517,1728,74531,34731,115983,0,877,498,148,0,8898,0,0,0,0,0,0
2019-11-30,296266,8898,24381,35740,1000,3642,118307,1728,79098,34731,80296,35687,877,498,148,0,8898,0,0,0,0,0,0
2019-12-01,283871,3387,7011,37974,1000,3387,98895,1383,82080,36965,82792,19826,727,286,772,0,3387,0,0,0,0,0,0
2019-12-02,282119,1639,8975,37974,1000,1639,110354,1383,72582,36965,82792,19826,727,286,772,0,1639,0,0,0,0,0,0
2019-12-03,281484,10621,37011,34740,1000,10621,139844,1383,65144,33731,62245,36678,727,286,772,0,10621,0,0,0,0,0,0
2019-12-04,286352,7682,57011,34740,1000,7682,163417,1383,61863,33731,69905,36678,727,286,580,0,7682,0,0,0,0,0,0
2019-12-05,262079,0,41563,38022,1000,0,154557,0,45789,37013,64687,36678,727,0,462,0,0,0,0,0,0,0,0
2019-12-06,285363.33,8708.67,47715.67,35261,1000,8708.67,168604.67,922,61187,34252,66844,24452,727,190.67,604.67,0,8708.67,0,0,0,0,0,0
2019-12-07,307659,18444,44573,33021,1000,18444,187840,1383,75909,32012,65940,0,727,286,772,0,18444,0,0,0,0,0,0
2019-12-08,308751,18444,44573,33021,1000,18444,180076,1383,84762,32012,65940,0,727,286,772,0,18444,0,0,0,0,0,0
2019-12-09,317589,18444,44573,33021,1000,18444,189741,1383,74007,32012,65940,9913,727,286,772,0,18444,0,0,0,0,0,0
2019-12-10,360705,18444,23622,33021,1000,18444,168645,1383,80308,32012,80809,29739,727,286,2997,0,18444,0,0,0,0,0,0
2019-12-11,375351,18444,23950,38022,1000,18444,166052,1383,70354,37013,105592,34695,727,286,772,0,18444,0,0,0,0,0,0
2019-12-12,370136,18444,17052,38022,1000,18444,168896,1383,64622,37013,78827,51526,727,286,1499,0,18444,0,0,0,0,0,0
2019-12-13,326867,18444,12211,38022,1000,18444,169349,1383,79047,37013,60488,6939,727,350,1431,0,18444,0,0,0,0,0,0
2019-12-14,310727,18444,22072,27077,1000,18444,170583,1383,56218,26068,82792,0,727,350,1431,0,18444,0,0,0,0,0,0
2019-12-15,310726,18444,22072,27077,1000,18444,165834,1383,60966,26068,82792,0,727,350,1431,0,18444,0,0,0,0,0,0
2019-12-16,348133,18444,35870,37073,1000,18444,186996,1383,73424,36064,82792,17546,727,350,1351,0,18444,0,0,0,0,0,0
2019-12-17,280185,18444,95151,89454,1000,18444,250156,1383,68002,37013,77835,7435,727,350,1351,0,18444,0,0,0,0,0,0
2019-12-18,341752,18444,89335,81993,1000,18444,218149,1383,89329,38913,107574,34695,727,350,1351,0,18444,0,0,0,0,0,0
2019-12-19,305320,18444,78425,71031,1000,18444,212009,1383,70000,38913,94687,14869,727,350,1351,0,18444,0,0,0,0,0,0
2019-12-20,321108,18444,47251,38922,1000,18444,177114,1383,68966,37913,84279,14869,727,313,1328,0,18444,0,0,0,0,0,0
2019-12-21,297665.83,14902,22699.67,33793.83,833.33,11788,127723.33,1555.5,71879.17,32953,84352.67,20318.5,791.17,505.33,717.17,0,14902,0,0,0,0,0,0
2019-12-22,293435,12763,17333.4,33801.4,800,12822.2,120832,1452,77267.6,32994.2,82292.8,13280.4,744,464.4,819.8,0,12763,0,0,0,0,0,0
2019-12-23,306164.83,12376.67,22600.17,36000.33,1000,11324.33,136650.17,1498,69442,34991.33,84768.67,22251.5,766.17,470,817.83,0,12376.67,0,0,0,0,0,0
2019-12-24,315383.5,10844.67,29469.5,43368.67,1000,10147.5,149306.33,1498,73189.5,33787.67,85267.33,29984.33,645,470,1274.83,0,10844.67,0,0,0,0,0,0
2019-12-25,313132.5,11502.17,31888.17,40945.33,833.33,11502.17,140392,1540.83,71958.17,32924.5,94288.17,29736.17,797.33,453.33,1267.83,0,11502.17,0,0,0,0,0,0
2019-12-26,298083.4,12697.4,36212.4,40814,800,12363,152488.8,1226.8,66593.6,33583.2,79545,25769.4,794.4,346.8,1288,0,12697.4,0,0,0,0,0,0
2019-12-27,290661.25,13996.75,25871,35689.25,1000,13048.5,140313.25,1533.5,70652,34680.25,80038,7930.25,812,440.25,928.25,0,13996.75,0,0,0,0,0,0
2019-12-28,220330,4266,6000,37013,0,4266,71125,1383,66722,37013,80809,0,727,700,28,0,4266,0,0,0,0,0,0
2019-12-29,226563,10180,6000,37013,0,10180,70826,1383,67321,37013,80809,0,727,700,28,0,10180,0,0,0,0,0,0
2019-12-30,221027,3633,7011,38022,1000,3633,72017,1383,68167,37013,80809,0,727,700,28,0,3633,0,0,0,0,0,0
2019-12-31,287505,12477,7011,30073,1000,8294,72210,1383,75910,29064,100425,29739,0,700,605,0,12477,0,0,0,0,0,0
2020-01-01,230488,8370,7011,30073,0,8370,92629,1640,40314,29064,79228,14869,914,600,2980,0,8370,0,0,0,0,0,0
2020-01-02,250227,18444,7011,30073,0,17111,97378,1640,70311,29064,69315,0,914,600,2980,0,18444,0,0,0,0,0,0
2020-01-03,211663,10201,7011,30073,1000,6408,78273,1640,60064,29064,59402,9913,917,600,806,0,10201,0,0,0,0,0,0
2020-01-04,205725,18444,37208,30073,1000,5571,110150,1640,79430,29064,59402,9913,917,600,2980,0,18444,0,0,0,0,0,0
2020-01-05,207571,8710,7011,30073,1000,8710,101876,1640,30168,29064,59402,9913,917,600,2980,0,8710,0,0,0,0,0,0
2020-01-06,268435,871,7011,38022,1000,871,112997,1640,47967,37013,79228,29739,917,600,806,0,871,0,0,0,0,0,0
2020-01-07,285838,7720,7011,38022,1000,7720,115447,1640,50979,37013,79228,34695,917,600,897,0,7720,0,0,0,0,0,0
2020-01-08,293594,0,7011,33021,1000,0,137766,1640,49426,32012,78079,29739,917,600,897,0,0,0,0,0,0,0,0
2020-01-09,279623,1899,7011,33021,1000,1899,123080,1640,60023,32012,77022,19826,917,600,897,0,1899,0,0,0,0,0,0
2020-01-10,222125,307,7011,33021,1000,307,112989,1640,46461,32012,64726,0,917,600,897,0,307,0,0,0,0,0,0
2020-01-11,246290,786,7011,33021,1000,786,118004,1640,63384,32012,66404,0,917,600,897,0,786,0,0,0,0,0,0
2020-01-12,247215,786,10541,33021,1000,786,136037,1640,48869,32012,67332,0,917,600,897,0,786,0,0,0,0,0,0
2020-01-13,276679,0,13968,39469,1000,0,135671,1640,49095,32012,78213,29363,877,600,897,0,0,0,0,0,0,0,0
2020-01-14,294059,0,31037,33021,1000,0,162377,1640,55722,32012,74022,28144,877,600,897,0,0,0,0,0,0,0,0
2020-01-15,290829,0,7011,33021,1000,0,136664,1640,67812,32012,68750,19826,877,600,897,0,0,0,0,0,0,0,0
2020-01-16,269391,0,7011,25438,1000,0,121636,1640,51268,24429,77349,22217,877,572,147,0,0,0,0,0,0,0,0
2020-01-17,297862,1977,7011,1009,1000,1977,92585,1640,89777,0,88912,24782,877,700,2861,0,1977,0,0,0,0,0,0
2020-01-18,298091,1977,6000,0,0,1977,104133,1640,77220,0,89141,24782,877,700,2861,0,1977,0,0,0,0,0,0
2020-01-19,298090,1977,6000,27274,0,1977,113632,1640,67719,27274,89141,24782,877,700,2861,0,1977,0,0,0,0,0,0
2020-01-20,248753,1977,9828,28283,1000,1977,110624,1640,40343,27274,79780,21753,877,572,147,0,1977,0,0,0,0,0,0
2020-01-21,262196,1977,27142,33021,1000,1977,146111,1640,35135,32012,78947,26401,877,700,68,0,1977,0,0,0,0,0,0
2020-01-22,3348324,0,7011,33283,1000,0,131033,1640,65215,32274,94097,24782,877,700,68,0,0,0,0,0,0,0,0
2020-01-23,227714,0,13168,33970,1000,0,121719,1640,61254,32961,79228,0,877,700,68,0,0,0,0,0,0,0,0
2020-01-24,277098,0,17077,33028,1000,0,151526,1640,49470,32019,89141,0,877,700,68,0,0,0,0,0,0,0,0
2020-01-25,267135,483.25,23648.75,33499,1000,483.25,149231.75,1640,56707.75,32490,86539,0,877,700,235.5,0,483.25,0,0,0,0,0,0
2020-01-26,276859,0,7011,33028,1000,0,134829,1640,56122,32019,89141,0,877,700,68,0,0,0,0,0,0,0,0
2020-01-27,286869,1933,57339,33970,1000,1933,188853,1640,59985,32961,88646,0,877,700,738,0,1933,0,0,0,0,0,0
2020-01-28,251369,1933,16006,33017,1000,1933,115140,1640,66721,32008,79228,0,877,700,451,0,1933,0,0,0,0,0,0
2020-01-29,246655,2900,16061,33017,1000,2900,113217,1640,57683,32008,84260,0,877,700,773,0,2900,0,0,0,0,0,0
2020-01-30,237505,5418,7011,33017,1000,5418,100112,1640,49719,32008,84659,0,877,700,773,0,5418,0,0,0,0,0,0
2020-01-31,234921,1977,7011,38018,1000,1977,93910,1654,61835,37009,79158,0,1077,681,1022,0,1977,0,0,0,0,0,0
2020-02-01,231977,1977,14010,45003,1000,1977,95986,0,67359,37009,84412,0,1077,539,984,0,1977,0,0,0,0,0,0
2020-02-02,244324,1977,53484,38018,1000,1977,145038,1654,60666,37009,84954,0,1077,681,1024,0,1977,0,0,0,0,0,0
2020-02-03,204863,0,116735,85777,1000,0,213944,1654,59424,37009,91893,0,1077,382,98,0,0,0,0,0,0,0,0
2020-02-04,116001,0,201293,83292,1000,0,223457,1654,65000,17087,64789,24782,1077,700,179,0,0,0,0,0,0,0,0
2020-02-05,179633,16304,158004,100209,1000,16304,209237,1654,62000,37013,107754,0,1077,700,179,0,16304,0,0,0,0,0,0
2020-02-06,230145,10874,63510,19477,1000,10874,153486,1654,61849,0,79488,0,1077,700,2218,0,10874,0,0,0,0,0,0
2020-02-07,249462,10874,22401,53381,1000,10874,125733,1654,56000,37014,87927,0,1077,700,2528,0,10874,0,0,0,0,0,0
2020-02-08,239549,10874,16624,47616,1000,10874,115220,1654,54999,37014,78031,0,1077,700,2528,0,10874,0,0,0,0,0,0
2020-02-09,247850,10874,80282,81106,1000,10874,186745,1654,78895,37014,87927,0,1077,700,2415,0,10874,0,0,0,0,0,0
2020-02-10,261620,0,27475,38922,1000,0,143093,1654,62040,37913,70085,17843,877,700,2528,0,0,0,0,0,0,0,0
2020-02-11,238455,0,55888,78106,1000,0,165346,1477,60180,37913,82971,16852,877,355,1056,0,0,0,0,0,0,0,0
2020-02-12,295216,0,13013,38922,1000,0,124779,1654,67551,37913,82344,24782,877,429,280,0,0,0,0,0,0,0,0
2020-02-13,298013,4943,7011,38922,1000,4943,122019,1654,67301,37913,86617,19826,877,700,772,0,4943,0,0,0,0,0,0
2020-02-14,297563,18367,7011,38922,1000,18367,130806,1654,62678,37913,87928,0,877,600,873,0,18367,0,0,0,0,0,0
2020-02-15,296636,18367,7011,38922,1000,18367,130806,1654,64497,37913,87003,0,877,600,873,0,18367,0,0,0,0,0,0
2020-02-16,297565,18367,7011,38922,1000,18367,128806,1654,64678,37913,91893,0,877,600,873,0,18367,0,0,0,0,0,0
2020-02-17,294586,18367,7011,38922,1000,18367,128806,1654,64676,37913,84954,0,877,600,873,0,18367,0,0,0,0,0,0
2020-02-18,242520,0,7011,38922,1000,0,97489,1654,70315,37913,76879,0,877,600,873,200,0,0,0,0,0,0,0
2020-02-19,260680,0,7011,38922,1000,0,112737,1654,63258,37913,86667,0,877,547,866,400,0,0,0,0,0,0,0
2020-02-20,284407,0,6000,37913,0,0,123855,1654,63308,37913,81248,16852,877,600,873,400,0,0,0,0,0,0,0
2020-02-21,275606,7274,7011,38410,1000,7274,117643,1654,65126,37401,87928,0,877,600,520,266,7274,0,0,0,0,0,0
2020-02-22,286967.5,5250.75,6758.25,38285.75,750,5250.75,119852.75,1654,64930,37529,87992.75,10904.25,877,625,658.25,233,5250.75,0,0,0,0,0,0
2020-02-23,275606,7274,7011,38410,1000,7274,123231,1654,59388,37401,87928,0,877,650,620,266,7274,0,0,0,0,0,0
2020-02-24,312251,6455,7011,38410,1000,6455,114682,1654,71898,37401,94867,26765,877,650,620,0,6455,0,0,0,0,0,0
2020-02-25,259515,0,7011,33410,1000,0,105101,1654,59115,32401,97841,0,877,650,620,0,0,0,0,0,0,0,0
2020-02-26,271904,0,7011,38410,1000,0,116483,1654,66624,37401,90995,0,1077,650,720,0,0,0,0,0,0,0,0
2020-02-27,239544,0,7011,33410,1000,0,93709,1654,59692,32401,88633,0,877,650,720,0,0,0,0,0,0,0,0
2020-02-28,248439,10874,6000,32401,0,10874,87947,1654,61946,32401,89128,0,877,650,720,0,10874,0,0,0,0,0,0
2020-02-29,254245,13040,7011,34359,1000,13040,92923,1682,61163,33350,89940,0,857,109,880,0,13040,0,0,0,0,0,0
2020-03-01,251938,10723,7011,34359,1000,10723,110967,1682,43546,33350,89940,0,857,109,470,0,10723,0,0,0,0,0,0
2020-03-02,270719,2525,7011,34359,1000,2525,117268,1682,57182,33350,94897,0,857,650,620,0,2525,0,0,0,0,0,0
2020-03-03,281321,5555,7011,34359,1000,6575,108751,1682,75162,33350,92884,0,857,650,1030,0,5555,0,0,0,0,0,0
2020-03-04,258551,0,7011,34359,1000,1341,118522,1682,58049,33350,83131,0,857,650,180,0,0,0,0,0,0,0,0
2020-03-05,266540.25,10610.75,7011,34339,1000,11201,101151.75,1682,68305,33330,87967.75,0,857,650,817.5,100,10610.75,0,0,0,0,0,0
2020-03-06,263145,18444,7011,34279,1000,18444,85848,1682,72824,33270,87928,0,857,650,1030,200,18444,0,0,0,0,0,0
2020-03-07,263144,18444,7011,34359,1000,18444,91486,1682,67185,33350,87928,0,857,650,1030,200,18444,0,0,0,0,0,0
2020-03-08,263144,18444,7011,34359,1000,18444,110217,1682,48453,33350,87928,0,857,650,1030,200,18444,0,0,0,0,0,0
2020-03-09,297674,23387,7011,34279,1000,23387,119472,1682,61752,33270,94867,0,857,650,1030,200,23387,0,0,0,0,0,0
2020-03-10,314664,22398,7011,33331,1000,22398,111875,1682,84276,32322,97871,0,857,650,1030,200,22398,0,0,0,0,0,0
2020-03-11,317644,20421,7011,33331,1000,20421,132770,1682,68330,32322,97871,0,857,650,1030,200,20421,0,0,0,0,0,0
2020-03-12,321963,18444,7011,38331,1000,18444,120845,1682,84589,37322,97871,0,857,650,2980,200,18444,0,0,0,0,0,0
2020-03-13,300443,20421,7011,37383,1000,20421,119517,1682,73085,36374,87958,0,857,650,2280,200,20421,0,0,0,0,0,0
2020-03-14,300443,20421,7011,37462,1000,20421,119595,1682,73006,36453,87958,0,857,650,2280,200,20421,0,0,0,0,0,0
2020-03-15,300442,20421,7011,37462,1000,20421,124423,1682,68259,36453,87958,0,857,650,2200,200,20421,0,0,0,0,0,0
2020-03-16,315587,21344,15011,37383,1000,21344,135741,1682,69412,36374,98138,0,379,650,2200,200,21344,0,0,0,0,0,0
2020-03-17,290969,18444,43831,52499,1000,18444,159935,1682,70437,35338,98138,0,379,650,200,200,18444,0,0,0,0,0,0
2020-03-18,271414,18444,7011,35398,1000,18444,105463,1682,70286,34389,80295,0,379,650,300,200,18444,0,0,0,0,0,0
2020-03-19,282478,23367,27595,35398,1000,23367,127992,1682,69455,34389,85252,0,379,650,300,200,23367,0,0,0,0,0,0
2020-03-20,243072,3859,7011,33018,1000,3859,99552,1682,58072,32009,84983,0,350,650,300,0,3859,0,0,0,0,0,0
2020-03-21,261026.75,11003.25,12991.25,33632.5,1000,11003.25,110363.25,1682,64705.25,32623.5,83811,0,357.25,650,300,50,11003.25,0,0,0,0,0,0
2020-03-22,246322,7627,7011,33096,1000,7627,104379,1682,52719,32087,84982,0,350,650,300,0,7627,0,0,0,0,0,0
2020-03-23,272235,9160,10348,33018,1000,9160,109530,1682,78575,32009,80027,0,350,650,300,0,9160,0,0,0,0,0,0
2020-03-24,253723,9048,7011,33966,1000,9048,111095,1682,51548,32957,84984,0,350,650,711,0,9048,0,0,0,0,0,0
2020-03-25,261354,17458,7011,33967,1000,17458,118497,1682,48041,32958,83001,1,349,650,300,0,17458,0,0,0,0,0,0
2020-03-26,240174,9217,7011,33967,1000,9217,111357,1682,46764,32958,78045,0,349,700,742,0,9217,0,0,0,0,0,0
2020-03-27,180262,9939,7011,31367,1000,9939,96005,1682,7999,30358,69391,0,349,700,742,0,9939,0,0,0,0,0,0
2020-03-28,177720,9936,7011,31367,1000,9936,91257,1682,10215,30358,69391,0,349,700,742,0,9936,0,0,0,0,0,0
2020-03-29,177783,18444,7011,31367,1000,9939,103838,1682,0,30358,69391,0,349,700,742,0,18444,0,0,0,0,0,0
2020-03-30,219155,16190,7011,32315,1000,16190,102707,1682,24188,31306,80025,0,0,679,127,0,16190,0,0,0,0,0,0
2020-03-31,231275,4833,7011,34010,1000,4833,93185,1852,59286,33001,77672,0,0,600,249,0,4833,0,0,0,0,0,0
2020-04-01,242459,10634,7011,31009,1000,10634,92751,1852,47863,30000,94173,0,0,600,976,0,10634,0,0,0,0,0,0
2020-04-02,230280,4016,7011,31009,1000,4016,99006,1852,45980,30000,84260,0,0,600,980,0,4016,0,0,0,0,0,0
2020-04-03,181369,11999,7011,34883,1000,11999,99082,1852,0,33874,72365,0,0,600,980,0,11999,0,0,0,0,0,0
2020-04-04,199397,13036,7011,34883,1000,13036,92433,1852,24623,33874,72365,0,0,600,980,0,13036,0,0,0,0,0,0
2020-04-05,199989,13036,7011,31009,1000,13036,99006,1852,18640,30000,72365,0,0,600,980,0,13036,0,0,0,0,0,0
2020-04-06,346299,9458,7011,31009,1000,9458,196366,1852,63311,30000,80295,0,0,600,476,0,9458,0,0,0,0,0,0
2020-04-07,308054,3671,26274,54173,1000,3671,209263,664,69318,33941,69391,0,0,0,296,0,3671,0,0,0,0,0,0
2020-04-08,336323,11878,28648,58026,1000,11878,214636,1383,84864,35425,71373,0,0,415,971,0,11878,0,0,0,0,0,0
2020-04-09,310150,2576,7011,36434,1000,2576,192781,1852,43368,35425,74347,0,0,600,786,0,2576,0,0,0,0,0,0
2020-04-10,313257,5464,7011,36434,1000,5464,186607,1852,49752,35425,74347,0,0,600,786,0,5464,0,0,0,0,0,0
2020-04-11,210159,6219,7011,36434,1000,6219,83401,1852,49414,35425,74347,0,0,600,786,0,6219,0,0,0,0,0,0
2020-04-12,204678,1485,7011,36434,1000,1485,84829,1852,47256,35425,74347,0,0,600,786,0,1485,0,0,0,0,0,0
2020-04-13,146454,9257,18011,33315,1000,9257,77102,1852,0,32306,74887,0,0,429,557,0,9257,0,0,0,0,0,0
2020-04-14,183968,4943,7011,36434,1000,4943,87776,1852,39679,35425,54971,0,0,600,826,0,4943,0,0,0,0,0,0
2020-04-15,222327,8929,7011,35896,1000,8909,86548,498,52039,34887,79304,0,0,600,826,0,8929,0,0,0,0,0,0
2020-04-16,231424,10170,7011,37748,1000,10177,81977,0,68746,36739,76330,0,0,0,593,0,10170,0,0,0,0,0,0
2020-04-17,235934,22660,7011,27541,1000,22660,80723,498,65476,26532,72365,0,0,555,834,0,22660,0,0,0,0,0,0
2020-04-18,194099,12993,7011,34537,1000,12993,80540,498,32821,33528,72365,0,0,555,834,0,12993,0,0,0,0,0,0
2020-04-19,226884,12993,7011,27541,1000,12993,85472,498,60576,26532,72365,0,0,555,834,0,12993,0,0,0,0,0,0
2020-04-20,158509,7839,7011,37383,1000,7839,81051,498,0,36374,74347,0,0,100,1289,0,7839,0,0,0,0,0,0
2020-04-21,128515,0,7011,35486,1000,0,77018,0,0,34477,57588,0,0,0,593,0,0,0,0,0,0,0,0
2020-04-22,150648,9052,7011,34950,1000,9052,80520,498,0,33941,66417,0,0,0,791,0,9052,0,0,0,0,0,0
2020-04-23,149846,7973,7011,34275,1000,7973,78819,498,0,33266,68399,0,0,0,791,0,7973,0,0,0,0,0,0
2020-04-24,143254,4833,7011,31672,1000,4833,79364,498,0,30663,64614,0,0,0,593,0,4833,0,0,0,0,0,0
2020-04-25,182989,7171.5,7011,33154.5,1000,7171.5,91236,498,17967.25,32145.5,71914,0,0,0,741.5,0,7171.5,0,0,0,0,0,0
2020-04-26,149240,9020,7011,33388,1000,9020,80138,498,0,32379,65426,0,0,0,791,0,9020,0,0,0,0,0,0
2020-04-27,289616,6860,7011,33283,1000,6860,126623,498,71869,32274,89217,0,0,0,791,0,6860,0,0,0,0,0,0
2020-04-28,282972,8081,7011,35283,1000,8081,130611,498,60036,34274,89217,0,0,0,791,0,8081,0,0,0,0,0,0
2020-04-29,286196,7578,7011,35283,1000,7578,131620,498,62942,34274,89217,0,0,0,593,0,7578,0,0,0,0,0,0
2020-04-30,275196,8426,7011,28283,1000,8426,128606,617,43919,27274,99130,0,0,0,797,0,8426,0,0,0,0,0,0
2020-05-01,208403,8454,7011,25184,1000,8454,120755,617,0,24175,84260,0,0,0,797,0,8454,0,0,0,0,0,0
2020-05-02,189269,8433,7011,25184,1000,8433,101760,617,0,24175,84199,0,0,0,797,0,8433,0,0,0,0,0,0
2020-05-03,206678,8454,7011,26283,1000,8454,126606,617,0,25274,76330,0,349,0,797,0,8454,0,0,0,0,0,0
2020-05-04,254324,7551,7011,35283,1000,7551,126106,617,36035,34274,89217,0,349,0,797,0,7551,0,0,0,0,0,0
2020-05-05,279150,17999,7011,38922,1000,17999,126897,617,39648,37913,99130,0,349,0,797,0,17999,0,0,0,0,0,0
2020-05-06,303967,18321,7011,38922,1000,18321,137841,617,43573,37913,109043,0,0,0,797,0,18321,0,0,0,0,0,0
2020-05-07,303967,18321,7011,38922,1000,18321,137841,617,43573,37913,109043,0,0,0,797,0,18321,0,0,0,0,0,0
2020-05-08,310470,4943,7011,38922,1000,6457,151645,617,55203,37913,102280,0,0,0,735,0,4943,0,0,0,0,0,0
