Date,RF1,RF2,RF3,RF4,RF5,RF6,RF7,RF8,RF9,RF10,RF11,RF12
2020-11-17,1018728,48407,0,2696,5047,2516,90461,1387,1872,1174,273,848615
2020-11-18,954860,48202,0,2689,3972,2505,102170,1625,105100,1259,345,688141
2020-11-19,968341,46752,2110,3405,5533,2353,103675,1331,112346,1239,349,693198
2020-11-20,1041340,44616,0,2789,5963,2129,100130,1236,112219,974,311,765926
2020-11-21,1008877,42771,0,2222,5814,2560,96284,1105,108827,268,213,741898
2020-11-22,960380,30524,825,3003,5969,2449,94208,1271,109739,520,213,724596
2020-11-23,1016612,42896,0,3168,6115,2207,106918,1336,112092,1235,213,748995
2020-11-24,1018437,43866,0,2814,5805,2469,109752,1461,111323,1265,213,741529
2020-11-25,996703,49503,0,2743,5939,2521,110701,1266,107099,1159,318,716845
2020-11-26,1130763,50668,0,2394,5978,2393,102124,1153,105551,977,339,825805
2020-11-27,1142679,42645,0,2451,6006,2216,107021,1082,105844,283,323,853218
2020-11-28,1089309,41406,0,2581,6144,2548,100902,1133,101863,322,206,848887
2020-11-29,1024302,32793,0,2511,6135,2436,100321,1114,101726,559,177,783028
2020-11-30,1079579,51582,0,2992,6331,2161,107483,1300,101842,1275,250,793342
2020-12-01,1125766,52236,0,3432,6183,2495,105153,1240,102123,1195,330,840879
2020-12-02,1145709,50873,0,3874,6125,2570,107065,1134,101998,1216,338,863787
2020-12-03,1122202,53776,0,3061,6234,2458,107860,1323,102167,1195,331,855020
2020-12-04,1143569,50512,0,2971,6171,2149,104176,1377,103033,1040,273,853739
2020-12-05,1041645,47293,0,2881,5725,2528,97431,1219,103134,380,207,800481
2020-12-06,1111704,42602,0,2852,6236,2318,87698,1325,103567,513,262,842558
2020-12-07,979560,53340,0,3158,5912,2286,105768,1500,103461,1223,325,721473
2020-12-08,1020794,54952,0,3563,5192,2452,107694,1405,103242,1289,352,738920
2020-12-09,1154155,54765,0,3733,3601,1966,106867,1438,103262,1346,335,855324
2020-12-10,1102257,51393,0,3389,6367,1927,101820,1495,103247,1168,341,834602
2020-12-11,1136101,47410,0,2565,6243,2461,102166,1320,102901,900,255,861289
2020-12-12,1079678,23274,0,2961,6257,2482,96268,1280,102963,246,198,832732
2020-12-13,1009590,30316,0,2747,6203,2220,97252,1219,103637,512,235,775870
2020-12-14,1034813,65427,0,2596,6252,2307,72116,1065,123767,1130,332,764413
2020-12-15,1108106,40741,0,2824,6339,2487,111911,1341,113293,1208,316,819669
2020-12-16,1076329,40146,0,3714,6353,2446,114115,1104,113365,1106,311,789577
2020-12-17,991567,38930,0,3965,6302,2445,110979,1528,113289,1211,264,723183
2020-12-18,1045392,37769,2412,3610,6251,2369,108582,1325,113405,944,196,770383
2020-12-19,846345,33649,24207,3160,6192,2550,103365,1356,108755,287,180,563996
2020-12-20,859269,32761,26899,2965,5519,2348,98247,1118,103105,505,177,571924
2020-12-21,874718,51051,16027,2575,4591,2264,101728,1129,103162,1194,214,572542
2020-12-22,890802,47710,302,2905,6032,2513,97917,1213,103266,1228,211,615964
2020-12-23,902402,45018,0,3513,5914,2527,98706,1126,103319,794,153,644134
2020-12-24,837493,24377,0,3798,6155,981,75991,1161,95447,186,57,618337
2020-12-25,768871,15787,0,3860,6261,788,81868,1272,100835,221,7,566417
2020-12-26,661660,21094,0,4015,6374,2537,98477,1384,103528,261,0,446069
2020-12-27,644226,26267,0,4224,6325,2563,90096,1789,103614,373,0,413191
2020-12-28,736968,40960,0,4139,6312,2567,97840,1751,103690,410,196,458776
2020-12-29,834905,40012,0,4090,6325,2457,94110,1719,103798,381,209,570937
2020-12-30,932069,31154,0,3593,6314,2544,94774,1656,103613,305,167,670879
2020-12-31,850341,21367,0,4356,5561,1165,67233,1444,94827,207,38,661414
2021-01-01,801090,10096,0,4562,5584,1014,84222,1689,98515,424,38,613000
2021-01-02,731863,26905,0,4528,6112,2560,95012,1822,103695,689,143,514072
2021-01-03,882771,35771,0,4541,5988,2580,93239,1876,103677,655,206,617975
2021-01-04,992561,45263,0,4315,6090,2539,108015,1743,108313,1245,206,709029
2021-01-05,1179269,52659,0,4058,6145,2322,98836,1592,108066,1163,312,849161
2021-01-06,1150832,50398,0,3654,6020,2609,105033,1516,107683,1208,314,861693
2021-01-07,1099797,51719,0,3455,6256,2569,105513,1482,107835,1190,330,838231
2021-01-08,1100840,52064,0,3492,6178,2440,101747,1422,108157,1013,282,819589
2021-01-09,1020943,40651,0,3504,6161,2620,84812,1290,107909,285,238,793428
2021-01-10,1051411,31913,0,3387,6166,2596,83575,1346,108103,521,214,786368
2021-01-11,909131,47862,0,3828,6074,2168,104122,1475,107851,1195,242,668152
2021-01-12,955200,53691,0,3812,6304,2554,108031,1568,107971,1217,305,668481
2021-01-13,998304,53619,0,3844,5589,2576,106498,1475,113003,1157,332,681516
2021-01-14,1051615,52391,0,3187,6381,2527,106347,1489,113099,1170,342,762653
2021-01-15,1051746,48377,0,3919,5919,2283,98383,1482,113267,1063,292,780770
2021-01-16,1009610,36162,0,3314,6524,2612,77330,1317,98509,334,252,751397
2021-01-17,1042123,27407,0,3732,6579,2513,89058,1173,97969,558,226,834540
2021-01-18,1053027,43561,0,3741,6240,2112,102821,0,112315,1115,231,784074
2021-01-19,1091085,50663,0,3068,5469,2534,97012,0,112196,1022,352,817406
2021-01-20,1017352,49836,0,2341,0,2462,101620,0,112256,980,340,761420
2021-01-21,1009978,50745,0,2509,979,2422,105360,0,112298,1008,331,711898
2021-01-22,1056105,43868,0,2728,3125,1842,101517,0,107460,1031,298,798041
2021-01-23,1041485,39390,0,2801,4625,2379,100383,0,102178,514,261,767490
2021-01-24,1113625,33442,0,3033,5520,2302,87255,0,102676,480,243,857290
2021-01-25,1098099,46484,0,2938,5329,2098,102709,1204,108893,1089,276,846793
2021-01-26,1122606,48675,0,3082,5627,2394,105060,1281,108745,1107,294,849923
2021-01-27,1062125,54074,0,2824,6684,2492,104760,1299,110864,1056,279,786428
2021-01-28,1078013,47691,0,2428,5817,2629,110362,1368,106966,1093,279,794556
2021-01-29,1083354,46717,0,2767,5447,2036,108051,1393,106876,1060,242,799112
2021-01-30,1127721,31595,0,2228,5695,2609,100960,1111,105855,468,160,842923
2021-01-31,1074176,31438,0,3128,5739,2604,84034,1146,101904,356,210,853689
2021-02-01,1049841,31584,0,4375,5797,2506,96377,1224,102544,1101,230,830808
2021-02-02,1045444,49749,0,3406,6063,2188,107546,1454,111327,1178,285,765245
2021-02-03,1107267,46585,0,3284,5536,2523,101390,1463,111835,1169,328,832422
2021-02-04,1054933,46450,0,2147,6746,2546,106130,1261,96351,1112,322,803596
2021-02-05,1011134,41944,0,2707,6429,2418,91452,1077,78444,876,325,780475
2021-02-06,1010742,32730,0,2729,6158,2204,41808,1090,80591,308,313,815137
2021-02-07,1003488,31193,0,2698,5219,2494,65660,1173,77956,563,214,829294
2021-02-08,960480,47166,0,2747,5929,2218,106786,1003,106402,1118,237,697143
2021-02-09,1103478,46617,0,2747,5868,2518,111910,1035,110269,1115,303,802755
2021-02-10,1097835,44750,0,2984,4569,2556,108311,949,107849,1101,332,809934
2021-02-11,1034416,48641,0,2937,7076,2509,109712,967,106871,1138,339,759299
2021-02-12,928004,46607,0,3006,6067,2103,100837,1030,110177,1151,324,657500
2021-02-13,921803,35497,0,436,3231,2522,79422,333,104478,539,238,681895
2021-02-14,878713,20417,0,677,2128,2554,60532,625,98427,518,198,691995
2021-02-15,707529,32030,0,886,2118,2238,61610,469,98717,1121,211,549770
2021-02-16,137799,19574,0,350,732,851,15624,353,28030,975,335,117964
2021-02-17,338849,58388,0,0,0,140,0,152,16584,61,331,280971
2021-02-18,418262,44926,0,0,0,0,0,3,7,2,169,361866
2021-02-19,657127,40898,0,281,0,884,72100,0,0,0,79,484885
2021-02-20,619176,33456,0,285,854,1792,88221,0,17732,0,55,490338
2021-02-21,788816,34201,0,2000,1735,2271,79650,0,80370,320,29,536413
2021-02-22,964764,45519,0,2023,4490,2637,95071,0,89792,1051,60,707938
2021-02-23,1010846,49515,0,2049,5113,2635,102217,220,103209,1063,298,760929
2021-02-24,1024318,46537,0,1895,5322,2611,106892,1287,104654,1072,300,750648
2021-02-25,980301,48125,0,2610,4955,2552,102814,1490,102728,1068,290,734215
2021-02-26,955944,48552,3253,2645,5247,2424,99156,1159,102603,1057,274,713524
2021-02-27,706382,41584,58174,2569,4823,2570,106440,1128,102176,476,197,404755
2021-02-28,667923,20196,41195,2638,4701,2571,104273,957,102539,446,178,352725
2021-03-01,1143731,34242,46,3834,5128,2458,114013,792,102840,886,314,778242
2021-03-02,1072915,37449,0,3667,5465,2469,110976,737,103062,978,325,826481
2021-03-03,1061115,49822,0,1552,5422,2577,108079,697,102375,1005,332,787022
2021-03-04,1135877,43136,0,1722,5871,2030,101496,955,103317,960,280,854101
2021-03-05,1063441,36405,0,1795,5407,2494,110461,710,103096,820,220,820721
2021-03-06,1130184,35198,0,1804,5434,2494,94848,947,102379,296,209,865272
2021-03-07,1112719,34624,0,1791,5391,2544,88883,1569,100707,449,269,868145
2021-03-08,1097726,45068,0,1856,5496,2456,99826,1033,103190,1011,338,850099
2021-03-09,1118566,52061,0,1642,6770,2360,97578,1039,103099,992,320,844413
2021-03-10,1119729,51228,0,1784,6811,2549,104678,830,103848,1018,349,852629
2021-03-11,1081767,55955,0,1888,7102,2367,100587,827,108611,939,316,804982
2021-03-12,1093001,50118,0,1853,7116,2171,96668,1046,108347,757,264,828291
2021-03-13,1068266,39693,0,2484,7069,2407,92839,741,103395,244,222,803841
2021-03-14,1062074,31485,0,2377,7040,2407,81808,545,103699,184,208,827700
2021-03-15,1075781,30917,0,2445,7039,2195,83811,565,103487,238,245,849105
2021-03-16,1092298,47314,0,2373,5766,2108,100840,793,102650,306,273,832307
2021-03-17,1118630,50649,0,2253,4422,2329,102627,978,102164,710,274,852532
2021-03-18,1104134,44788,0,2068,6740,2224,97882,237,102381,1016,233,844070
2021-03-19,1105778,50252,0,2294,6269,2129,96752,1295,102298,842,192,829155
2021-03-20,1132412,47426,0,1985,6339,2407,91782,1289,102219,289,173,858573
2021-03-21,1073983,37122,0,2269,6374,2410,86023,842,102450,501,247,857464
2021-03-22,961413,39245,0,2101,6220,2168,105357,666,107273,1073,344,715901
2021-03-23,1040881,39678,0,2053,6290,2052,112820,759,105201,1022,322,758307
2021-03-24,1111039,41819,0,2174,6204,2323,111089,779,102376,1026,338,835613
2021-03-25,1149741,42092,0,2415,6226,2359,112248,941,102011,981,261,861959
2021-03-26,1128951,41513,0,2121,6936,2191,110058,1101,100097,916,207,858304
2021-03-27,1073090,35140,1602,2373,7081,2463,108041,694,93443,328,163,829330
2021-03-28,1066762,27576,3100,2242,7154,2474,106502,385,90093,458,191,809142
2021-03-29,1089339,41404,0,1850,7142,2151,109947,972,97964,839,268,837636
2021-03-30,1038239,48968,2407,1700,7054,2180,110609,892,90816,789,280,825240
2021-03-31,1110361,50791,33178,1647,7054,2498,120154,513,79806,939,261,769076
2021-04-01,464066,42227,44466,1686,6720,2427,100521,758,72612,890,261,270581
2021-04-02,465282,40964,38247,1921,7081,2174,101286,700,65037,338,166,203552
2021-04-03,452251,39640,35296,2301,6811,2366,97741,671,60897,225,34,204474
2021-04-04,476877,42336,36782,2184,7030,2458,103240,933,62924,473,47,218876
2021-04-05,1060793,59364,36853,1921,6670,2334,117274,609,84446,920,244,656220
2021-04-06,1040345,55709,6855,1749,6993,2331,111959,627,90175,945,231,805749
2021-04-07,1017585,63323,490,1613,6901,2519,113876,545,83562,981,248,719493
2021-04-08,1069621,61071,22042,1655,6894,2421,113339,551,79971,932,232,780112
2021-04-09,1136550,56192,0,1517,6161,2049,107094,549,78713,729,183,853243
2021-04-10,1073667,53359,0,1773,5673,2521,79071,591,71961,258,194,855689
2021-04-11,970012,45487,0,1867,5412,2522,89329,577,76350,472,194,767568
2021-04-12,1061113,61747,12625,1560,6459,2168,118150,619,76635,902,255,759038
2021-04-13,1141770,59241,21231,1735,6109,2347,117482,524,71112,923,232,843929
2021-04-14,1071005,53850,50063,1273,3563,2522,119491,171,72240,872,232,797545
2021-04-15,1119335,59847,49131,1489,7097,2406,130656,311,67297,905,205,792483
2021-04-16,1099642,58658,46388,1198,7046,2204,112042,546,67292,691,189,800162
2021-04-17,1086783,49222,25350,1646,6843,2537,78459,435,67900,234,144,830671
2021-04-18,1076856,44420,0,1794,6689,2224,93672,486,70748,479,140,847164
2021-04-19,1096572,53421,0,2074,6779,2451,133349,520,66344,969,184,839780
2021-04-20,1081182,59153,0,2116,6806,2147,130011,487,65904,1025,201,824689
2021-04-21,992215,63045,0,2328,6760,2561,124299,558,65347,930,243,735779
2021-04-22,929982,65552,0,1948,6740,2444,128327,552,59019,953,234,659288
2021-04-23,1033933,63078,0,1869,6562,1967,114389,511,60581,832,214,759441
2021-04-24,989194,53623,0,1538,6888,2533,88861,570,59220,283,170,770008
2021-04-25,1035904,43566,376,1626,7015,2537,107375,497,61236,423,197,817797
2021-04-26,973275,60124,30399,1579,7085,2362,133060,463,61478,834,248,691253
2021-04-27,1037251,55225,39735,1505,5211,2199,135738,330,57541,808,263,734039
2021-04-28,1116214,57328,66516,1368,4984,2564,141342,178,52636,710,254,792964
2021-04-29,1050203,56042,94299,1551,5364,2271,143887,171,49779,768,239,727285
2021-04-30,945164,57535,63859,1461,6232,1819,143418,187,45189,698,105,665151
2021-05-01,464066,42227,44466,1588,6720,2427,100521,0,72612,890,261,270581
2021-05-02,465282,40964,38247,1862,7081,2174,101286,700,65037,338,166,203552
2021-05-03,452251,39640,35296,1607,6811,2366,97741,671,60897,225,34,204474
2021-05-04,476877,42336,36782,1907,7030,2458,103240,933,62924,473,47,218876
2021-05-05,1090529,54452,76331,1358,6946,1897,154151,479,40034,866,223,704605
2021-05-06,982023,57458,26163,1525,6891,1388,134777,452,46097,840,192,705594
2021-05-07,926599,57509,0,1176,6143,1998,143111,461,43679,751,175,694318
2021-05-08,868611,53153,0,1674,5411,2452,143063,610,39424,281,165,637234
2021-05-09,911878,38453,0,1516,5406,2416,149138,611,37196,465,81,644609
2021-05-10,935685,38154,8572,1575,6423,2379,158420,611,37698,849,152,680189
2021-05-11,1064765,55427,40763,1873,5401,2368,158480,620,37406,829,185,748860
2021-05-12,993783,52654,63471,1272,2937,2559,158676,616,35603,878,180,709938
2021-05-13,996193,55705,72340,1833,6137,2445,152471,849,39475,901,196,643345
2021-05-14,1066088,61875,0,1824,7159,2266,150221,819,42330,685,181,769027
2021-05-15,1030334,60451,0,1484,6987,2571,141571,630,40548,251,129,788667
2021-05-16,1041865,60087,0,1676,6786,2569,128103,554,39108,417,173,792046
2021-05-17,1000701,61792,15326,1434,6839,2370,157872,544,36309,830,204,750799
2021-05-18,1123400,63409,41417,1207,6503,2271,152874,500,35757,886,204,768954
2021-05-19,1141277,65967,36238,1374,6904,2600,153528,425,36698,635,188,830953
2021-05-20,1090037,63494,44214,1193,7012,2424,153563,276,34788,911,204,797714
2021-05-21,1126437,62755,52490,1213,7068,2220,142690,547,33287,762,194,796288
2021-05-22,1056991,63750,45897,1103,6600,2201,126621,548,33758,336,177,804194
2021-05-23,1043992,61085,49339,1096,5492,2429,130772,301,32240,443,185,744012
2021-05-24,1131856,64201,64751,870,6979,2417,146280,534,33245,828,252,806319
2021-05-25,1151664,63588,83486,868,7254,2322,153280,441,31587,854,250,806524
2021-05-26,1155579,61597,91508,734,6671,2313,153404,536,30564,808,248,819128
2021-05-27,1157388,60611,86010,962,6616,2429,153603,392,29569,804,220,812012
2021-05-28,1147122,59502,85381,882,5833,2282,158631,532,28721,708,195,796777
2021-05-29,1151091,59879,84666,774,5727,2519,144278,540,28623,277,153,793403
2021-05-30,1112358,60175,63956,891,5677,2527,127971,492,28975,423,173,840843
2021-05-31,1102489,53598,105542,788,5209,2546,129414,390,63686,893,251,773079
2021-06-01,1022984,49980,103409,732,5631,1731,125075,468,72094,774,236,657699
2021-06-02,1090386,51573,96237,912,6534,1644,125747,403,71913,768,265,730882
2021-06-03,1104481,50597,92232,809,6494,2515,123741,622,67821,891,248,769226
2021-06-04,1065409,49873,93466,741,6515,2403,128276,562,69123,804,219,699209
2021-06-05,1073729,49655,104401,889,6947,2307,118496,773,66524,315,172,705250
2021-06-06,1132566,51273,102463,774,6824,2450,99069,378,66010,477,179,795362
2021-06-07,1034280,49917,115599,735,6992,2315,130355,654,65941,853,272,669762
2021-06-08,1009815,49329,85251,858,6099,2243,123748,448,63841,846,304,665191
2021-06-09,973623,49258,57770,802,2425,2514,139162,557,62586,846,307,653754
2021-06-10,985397,48803,55630,902,5698,2260,137577,538,59888,892,271,665502
2021-06-11,946818,47638,96653,794,5768,2147,129726,5,57847,698,221,636953
2021-06-12,1043291,48158,104834,817,6217,2490,127576,668,56908,275,199,670996
2021-06-13,1064556,36844,106109,819,6364,2524,123292,867,54959,407,221,731170
2021-06-14,1019651,54843,105614,918,5814,2297,138617,714,54550,871,348,654357
2021-06-15,1044150,55435,95682,937,6640,2173,134216,604,54030,931,314,681313
2021-06-16,1062285,54993,95321,896,7214,2501,136296,606,54454,958,340,712230
2021-06-17,1072766,55562,111512,1173,7256,2245,142768,889,52380,877,298,708284
2021-06-18,1098570,54985,85697,912,6385,2091,142218,584,50090,709,162,738154
2021-06-19,1082574,50520,54360,1177,7168,2459,127706,764,50327,261,42,798864
2021-06-20,993601,48057,52799,1064,7038,2476,113344,983,48614,455,108,725701
2021-06-21,946862,56784,67765,997,5721,2145,150838,559,45991,844,327,624700
2021-06-22,994670,57045,88230,854,5547,2179,136382,568,44177,905,347,647506
2021-06-23,1020387,56872,105218,874,5444,2531,143789,607,43017,841,313,645248
2021-06-24,1073081,59928,72774,873,5571,2401,132578,897,43242,806,247,735744
2021-06-25,1091418,61647,41637,787,5692,2096,127231,480,43498,732,68,821137
2021-06-26,993372,56875,52017,695,5703,2527,128155,883,40480,234,65,730826
2021-06-27,1005632,38027,51792,906,5752,2428,137374,865,39366,417,136,687448
2021-06-28,1075747,59916,52825,741,5691,2128,144204,638,39883,849,339,758868
2021-06-29,1065134,59968,53614,835,6514,2219,138137,637,38654,852,337,770689
2021-06-30,1086878,62366,53390,871,7117,2568,138597,962,38722,875,322,757242
2021-07-01,1025822,60237,52369,840,7067,2470,143578,655,36152,884,291,730968
2021-07-02,1055181,59756,38322,604,7066,2176,146883,646,34056,794,235,757906
2021-07-03,910221,57237,16696,579,7014,2530,134075,744,33339,264,211,682261
2021-07-04,906383,56782,54261,599,7060,2509,129024,847,33095,476,199,625338
2021-07-05,945512,61229,58770,607,7027,2393,160242,691,32997,878,307,600208
2021-07-06,953044,56461,61385,706,5944,2160,161233,798,31798,837,287,618981
2021-07-07,1054329,55931,97784,617,2841,2462,160276,849,29951,864,233,691896
2021-07-08,1008515,55280,77444,597,6168,2271,167154,571,28988,846,116,651088
2021-07-09,977215,54921,35139,726,6870,1978,159868,991,27513,887,116,716383
2021-07-10,942745,51928,32770,665,6905,2502,158843,1160,25050,466,49,656051
2021-07-11,958723,52972,0,666,7097,2507,143558,906,24233,460,138,703537
2021-07-12,1019570,56419,0,674,7100,2063,165619,594,25163,909,285,740698
2021-07-13,988677,55892,0,725,7070,2236,132292,600,65471,887,325,739657
2021-07-14,884305,53379,0,755,7135,2528,97453,702,102347,924,337,614601
2021-07-15,1035486,55251,0,631,7250,2287,96902,430,99987,905,302,750764
2021-07-16,1082141,48137,3285,588,7165,2165,96693,648,98811,702,251,819868
2021-07-17,1036151,44017,50364,376,6653,2505,91998,1039,97894,304,213,743130
2021-07-18,990819,41638,36323,576,7189,2517,82532,512,95851,329,228,731331
2021-07-19,988849,48184,57191,634,7175,2270,103915,575,93076,301,340,669188
2021-07-20,960505,48144,105659,629,7199,2191,109183,547,94451,308,335,597849
2021-07-21,1032981,46066,105090,603,5917,2083,104881,640,94026,346,347,653272
2021-07-22,1002403,47881,86471,1033,7324,2330,98182,492,92769,399,303,663442
2021-07-23,915365,45598,31763,898,7370,2281,99577,774,88483,370,227,642042
2021-07-24,913531,36353,59084,638,7399,2517,73720,602,86182,540,146,652784
2021-07-25,899228,38540,52615,788,5403,2265,89416,607,86283,600,157,626538
2021-07-26,892031,49005,59828,589,7008,1382,114956,623,82945,871,306,571725
2021-07-27,1003975,51491,43257,898,7501,2032,110872,628,86516,872,296,657209
2021-07-28,1062863,52851,48653,634,7510,2570,109859,627,86679,877,68,768999
2021-07-29,1084008,51787,28988,656,7501,2498,97092,639,97465,857,66,779210
2021-07-30,1050563,51298,1476,904,7483,2407,93081,657,95283,621,39,803074
2021-07-31,982758,42393,36428,530,7455,2558,91409,694,93556,245,22,698276
2021-08-01,910258,31820,54135,609,7325,2550,81756,744,92634,412,97,655585
2021-08-02,910848,45386,56359,983,7084,2345,103259,718,93221,469,212,583319
2021-08-03,945651,46388,55171,878,6454,2398,106046,663,96539,450,243,608255
2021-08-04,1078500,47085,56990,474,3479,2600,102258,880,92635,415,242,772832
2021-08-05,1125566,47318,52726,88,7466,2406,94450,890,90228,496,247,844110
2021-08-06,1014034,45006,52632,223,7436,2267,92528,711,89623,496,234,729630
2021-08-07,910989,43248,52567,170,7249,2590,86684,675,90540,548,179,622425
2021-08-08,890197,42445,53357,411,6007,2602,88275,678,89106,469,175,603250
2021-08-09,919742,49339,52918,333,6987,2456,98914,671,89822,811,54,601913
2021-08-10,1077755,57014,52980,592,7368,2297,84156,670,90677,881,186,754488
2021-08-11,1006687,55196,52980,510,7250,2639,80672,674,87871,928,133,732735
2021-08-12,1027737,54623,52991,466,6420,2000,90731,669,89953,886,133,722615
2021-08-13,1008267,54370,52884,423,6662,963,92835,681,89737,732,29,709881
2021-08-14,942117,46285,36378,503,7102,2556,92815,671,88581,274,29,650980
2021-08-15,944026,39350,3579,450,6073,2592,89063,671,89254,456,93,713443
2021-08-16,973955,48996,78551,495,6229,2276,101497,661,96268,873,232,625782
2021-08-17,1101286,49502,54003,300,6019,2136,95340,666,95607,901,241,778325
2021-08-18,1088297,50004,53158,318,4466,2467,89546,640,97621,879,231,779199
2021-08-19,933580,47718,52810,281,6201,2332,94506,644,96885,909,232,667207
2021-08-20,875832,45496,53542,379,6345,2032,98048,645,94940,811,226,542607
2021-08-21,908815,41217,57085,233,6133,2430,97939,600,96771,269,197,596161
2021-08-22,959195,32434,53795,281,6060,2435,86417,557,95306,416,205,669995
2021-08-23,999781,43293,73911,394,5564,2244,101101,599,94774,891,236,690835
2021-08-24,1136045,49533,55376,525,6061,2088,105152,603,92032,900,218,810380
2021-08-25,939679,47984,53948,582,7121,2481,98097,602,92994,915,257,653742
2021-08-26,969467,47149,54972,462,7172,2299,105055,665,92596,980,273,644147
2021-08-27,964498,45893,55725,542,7170,1756,102456,755,89889,807,254,656588
2021-08-28,887057,43653,59922,324,7296,2379,95036,895,91613,297,141,591781
2021-08-29,887752,34547,56699,360,7295,2487,93630,520,89617,424,141,595005
2021-08-30,885678,47630,52726,471,7200,2490,104391,615,88054,867,313,575735
2021-08-31,921762,54609,56191,529,7217,2505,78953,623,90256,866,306,614735
2021-09-01,953980,54470,57057,454,7241,2493,75278,773,81617,928,299,662846
2021-09-02,969950,54294,53058,174,7272,2354,82120,846,88206,899,270,718122
2021-09-03,938428,51202,55752,559,7283,2183,95409,788,91112,778,250,617387
2021-09-04,897297,50220,53716,541,7235,2502,69894,927,92104,354,150,612547
2021-09-05,875830,33461,53097,569,7191,2527,83687,982,90377,470,164,600049
2021-09-06,929483,52960,56851,559,7012,2380,95486,937,93851,939,300,597499
2021-09-07,981271,52148,55476,196,6865,2335,95935,1232,94732,899,302,670960
2021-09-08,939648,50291,13000,276,7101,2107,94291,802,91179,643,299,676292
2021-09-09,908004,50767,0,706,7153,2263,97069,556,94071,620,289,659435
2021-09-10,913989,45522,1230,666,7192,2489,100906,625,89274,415,272,658564
2021-09-11,930055,48232,46637,824,7187,2519,88059,1154,88012,385,223,642737
2021-09-12,950448,50099,54370,826,7226,2515,81805,1339,88937,478,247,669820
2021-09-13,913259,48366,55692,839,6103,2397,114010,983,86831,521,337,592665
2021-09-14,943949,47768,57172,843,3078,2314,111188,638,84402,527,332,623304
2021-09-15,952872,46214,54430,928,6904,2450,110243,502,81715,386,124,645578
2021-09-16,889555,39264,53613,799,6909,2233,83094,524,83861,467,50,622780
2021-09-17,859566,52316,27919,846,6079,2273,99483,874,85372,468,50,584961
2021-09-18,906368,52004,0,823,5826,2474,82072,886,82805,247,34,671569
2021-09-19,953072,53005,0,810,5754,2502,82723,551,83623,276,96,695667
2021-09-20,889639,51811,5070,822,6310,2332,92667,601,96484,884,274,656883
2021-09-21,810939,49921,150,958,7092,2090,92851,772,96514,863,311,556751
2021-09-22,918814,50876,0,1042,6921,2537,99010,783,95551,861,297,639390
2021-09-23,992197,51441,0,913,7256,2234,95536,772,92874,844,243,748682
2021-09-24,899203,50744,3244,1082,7258,2059,87500,702,96875,832,216,662182
2021-09-25,892997,47720,51773,1020,6790,2461,81523,630,89017,379,179,603598
2021-09-26,924934,48660,52790,1132,7251,2477,80525,798,89456,433,209,633583
2021-09-27,867091,49349,51848,1190,7055,2250,103021,814,95541,881,287,585943
2021-09-28,966421,56289,52179,1088,5909,2112,98398,598,98905,895,230,613209
2021-09-29,955444,52977,25782,1119,2699,2426,83169,654,96331,829,245,688966
2021-09-30,974467,51201,0,1203,6564,2269,97178,647,93013,906,239,707116
